Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
2005,March,Goliad                                               ,County,Not Adjusted,"3,206","3,366",160,4.8
2005,June,Goliad                                               ,County,Not Adjusted,"3,264","3,435",171,5
2005,September,Goliad                                               ,County,Not Adjusted,"3,232","3,404",172,5.1
2005,December,Goliad                                               ,County,Not Adjusted,"3,244","3,409",165,4.8
2005,March,Gonzales                                             ,County,Not Adjusted,"9,050","9,456",406,4.3
2005,June,Gonzales                                             ,County,Not Adjusted,"9,398","9,825",427,4.3
2005,September,Gonzales                                             ,County,Not Adjusted,"9,251","9,655",404,4.2
2005,December,Gonzales                                             ,County,Not Adjusted,"9,281","9,649",368,3.8
2005,March,Gray                                                 ,County,Not Adjusted,"10,232","10,705",473,4.4
2005,June,Gray                                                 ,County,Not Adjusted,"10,521","11,009",488,4.4
2005,September,Gray                                                 ,County,Not Adjusted,"10,549","11,017",468,4.2
2005,December,Gray                                                 ,County,Not Adjusted,"10,368","10,768",400,3.7
2005,March,Grayson                                              ,County,Not Adjusted,"53,219","56,375","3,156",5.6
2005,June,Grayson                                              ,County,Not Adjusted,"53,722","56,904","3,182",5.6
2005,September,Grayson                                              ,County,Not Adjusted,"53,645","56,742","3,097",5.5
2005,December,Grayson                                              ,County,Not Adjusted,"53,935","56,712","2,777",4.9
2005,March,Gregg                                                ,County,Not Adjusted,"57,453","60,473","3,020",5
2005,June,Gregg                                                ,County,Not Adjusted,"57,905","60,920","3,015",4.9
2005,September,Gregg                                                ,County,Not Adjusted,"57,914","60,962","3,048",5
2005,December,Gregg                                                ,County,Not Adjusted,"57,942","60,710","2,768",4.6
2005,March,Grimes                                               ,County,Not Adjusted,"9,474","10,091",617,6.1
2005,June,Grimes                                               ,County,Not Adjusted,"9,629","10,304",675,6.6
2005,September,Grimes                                               ,County,Not Adjusted,"9,730","10,369",639,6.2
2005,December,Grimes                                               ,County,Not Adjusted,"9,658","10,241",583,5.7
2005,March,Guadalupe                                            ,County,Not Adjusted,"49,000","51,513","2,513",4.9
2005,June,Guadalupe                                            ,County,Not Adjusted,"49,635","52,212","2,577",4.9
2005,September,Guadalupe                                            ,County,Not Adjusted,"49,716","52,115","2,399",4.6
2005,December,Guadalupe                                            ,County,Not Adjusted,"50,026","52,161","2,135",4.1
2005,March,Hale                                                 ,County,Not Adjusted,"15,630","16,553",923,5.6
2005,June,Hale                                                 ,County,Not Adjusted,"16,037","17,090","1,053",6.2
2005,September,Hale                                                 ,County,Not Adjusted,"15,999","16,834",835,5
2005,December,Hale                                                 ,County,Not Adjusted,"15,627","16,415",788,4.8
2005,March,Hall                                                 ,County,Not Adjusted,"1,419","1,522",103,6.8
2005,June,Hall                                                 ,County,Not Adjusted,"1,505","1,596",91,5.7
2005,September,Hall                                                 ,County,Not Adjusted,"1,538","1,629",91,5.6
2005,December,Hall                                                 ,County,Not Adjusted,"1,514","1,602",88,5.5
2005,March,Hamilton                                             ,County,Not Adjusted,"3,670","3,854",184,4.8
2005,June,Hamilton                                             ,County,Not Adjusted,"3,794","3,992",198,5
2005,September,Hamilton                                             ,County,Not Adjusted,"3,866","4,046",180,4.4
2005,December,Hamilton                                             ,County,Not Adjusted,"3,742","3,914",172,4.4
2005,March,Hansford                                             ,County,Not Adjusted,"2,288","2,379",91,3.8
2005,June,Hansford                                             ,County,Not Adjusted,"2,469","2,563",94,3.7
2005,September,Hansford                                             ,County,Not Adjusted,"2,411","2,499",88,3.5
2005,December,Hansford                                             ,County,Not Adjusted,"2,300","2,381",81,3.4
2005,March,Hardeman                                             ,County,Not Adjusted,"2,091","2,193",102,4.7
2005,June,Hardeman                                             ,County,Not Adjusted,"2,212","2,329",117,5
2005,September,Hardeman                                             ,County,Not Adjusted,"2,257","2,365",108,4.6
2005,December,Hardeman                                             ,County,Not Adjusted,"2,214","2,311",97,4.2
2005,March,Hardin                                               ,County,Not Adjusted,"23,101","24,628","1,527",6.2
